dayofyear,dayofweek,workday,weathertype,temp,humidity,windspeed,rentals
46,4,1,2,0.316667,0.752917,0.091425,3005
47,5,1,1,0.343333,0.634583,0.205846,4154
48,6,0,1,0.346667,0.534583,0.190929,4318
49,0,0,2,0.28,0.515833,0.253112,2689
50,1,0,1,0.28,0.507826,0.229083,3129
51,2,1,1,0.287826,0.594348,0.205717,3777
52,3,1,1,0.395833,0.567917,0.234471,4773
53,4,1,1,0.454167,0.554583,0.190913,5062
54,5,1,2,0.4075,0.7375,0.237567,3487
55,6,0,1,0.290833,0.395833,0.421642,2732
56,0,0,1,0.279167,0.41,0.205229,3389
57,1,1,1,0.366667,0.490833,0.268033,4322
58,2,1,1,0.359167,0.395833,0.193417,4363
59,3,1,2,0.344348,0.804783,0.179117,1834
60,4,1,1,0.485833,0.615417,0.226987,4990
61,5,1,2,0.353333,0.657083,0.144904,3194
62,6,0,2,0.414167,0.62125,0.161079,4066
63,0,0,1,0.325833,0.403333,0.334571,3423
64,1,1,1,0.243333,0.50625,0.228858,3333
65,2,1,1,0.258333,0.456667,0.200875,3956
66,3,1,1,0.404167,0.513333,0.345779,4916
67,4,1,1,0.5275,0.5675,0.441563,5382
68,5,1,2,0.410833,0.407083,0.4148,4569
69,6,0,1,0.2875,0.350417,0.22575,4118
70,0,0,1,0.361739,0.476957,0.222587,4911
71,1,1,1,0.466667,0.489167,0.207713,5298
72,2,1,1,0.565,0.6175,0.23695,5847
73,3,1,1,0.5725,0.507083,0.115062,6312
74,4,1,1,0.5575,0.579583,0.149883,6192
75,5,1,2,0.435833,0.842083,0.113192,4378
76,6,0,2,0.514167,0.755833,0.110704,7836
77,0,0,2,0.4725,0.81,0.126883,5892
78,1,1,1,0.545,0.72875,0.162317,6153
79,2,1,1,0.560833,0.807917,0.121271,6093
80,3,1,2,0.531667,0.82125,0.0895583,6230
81,4,1,1,0.554167,0.83125,0.117562,6871
82,5,1,2,0.601667,0.694167,0.1163,8362
83,6,0,2,0.5025,0.885417,0.192783,3372
84,0,0,2,0.4375,0.880833,0.220775,4996
85,1,1,1,0.445833,0.477917,0.386821,5558
86,2,1,1,0.323333,0.29,0.187192,5102
87,3,1,1,0.484167,0.48125,0.291671,5698
88,4,1,1,0.494167,0.439167,0.31965,6133
89,5,1,2,0.37,0.580833,0.138067,5459
90,6,0,2,0.424167,0.738333,0.250617,6235
91,0,0,2,0.425833,0.67625,0.172267,6041
92,1,1,1,0.433913,0.504348,0.312139,5936
93,2,1,1,0.466667,0.396667,0.100133,6772
94,3,1,1,0.541667,0.469583,0.180975,6436
95,4,1,1,0.435,0.374167,0.219529,6457
96,5,1,1,0.403333,0.377083,0.300388,6460
97,6,0,1,0.4375,0.254167,0.274871,6857
98,0,0,1,0.5,0.275833,0.232596,5169
99,1,1,1,0.489167,0.3175,0.358196,5585
100,2,1,1,0.446667,0.435,0.249375,5918
101,3,1,1,0.348696,0.469565,0.295274,4862
102,4,1,1,0.3975,0.46625,0.290429,5409
103,5,1,1,0.4425,0.408333,0.155471,6398
104,6,0,1,0.495,0.502917,0.190917,7460
105,0,0,1,0.606667,0.507917,0.225129,7132
106,1,0,1,0.664167,0.561667,0.284829,6370
107,2,1,1,0.608333,0.390417,0.273629,6691
108,3,1,2,0.463333,0.569167,0.167912,4367
109,4,1,1,0.498333,0.6125,0.0659292,6565
110,5,1,1,0.526667,0.694583,0.149871,7290
111,6,0,1,0.57,0.682917,0.283587,6624
112,0,0,3,0.396667,0.835417,0.344546,1027
113,1,1,2,0.321667,0.766667,0.303496,3214
114,2,1,1,0.413333,0.454167,0.249383,5633
115,3,1,1,0.476667,0.427917,0.118792,6196
116,4,1,2,0.498333,0.756667,0.176625,5026
117,5,1,1,0.4575,0.400833,0.347633,6233
118,6,0,2,0.376667,0.489583,0.129975,4220
119,0,0,1,0.458333,0.587083,0.116908,6304
120,1,1,2,0.464167,0.57,0.171638,5572
121,2,1,2,0.613333,0.659583,0.156096,5740
122,3,1,1,0.564167,0.797083,0.138058,6169
123,4,1,2,0.56,0.768333,0.133696,6421
124,5,1,1,0.6275,0.735417,0.162938,6296
125,6,0,2,0.621667,0.756667,0.152992,6883
126,0,0,2,0.5625,0.74,0.149879,6359
127,1,1,2,0.5375,0.664167,0.230721,6273
128,2,1,2,0.581667,0.685833,0.296029,5728
129,3,1,2,0.575,0.744167,0.216412,4717
130,4,1,1,0.505833,0.552083,0.314063,6572
131,5,1,1,0.533333,0.360417,0.236937,7030
132,6,0,1,0.564167,0.480417,0.123133,7429
133,0,0,1,0.6125,0.57625,0.225117,6118
134,1,1,2,0.573333,0.789583,0.212692,2843
135,2,1,2,0.611667,0.794583,0.147392,5115
136,3,1,1,0.636667,0.697917,0.122512,7424
137,4,1,1,0.593333,0.52,0.229475,7384
138,5,1,1,0.564167,0.523333,0.136817,7639
139,6,0,1,0.6,0.45625,0.083975,8294
140,0,0,1,0.620833,0.530417,0.254367,7129
141,1,1,2,0.598333,0.81125,0.233204,4359
142,2,1,2,0.615,0.765833,0.118167,6073
143,3,1,2,0.621667,0.774583,0.102,5260
144,4,1,1,0.655,0.716667,0.172896,6770
145,5,1,1,0.68,0.747083,0.14055,6734
146,6,0,1,0.6925,0.7325,0.198992,6536
147,0,0,1,0.69,0.697083,0.215171,6591
148,1,0,1,0.7125,0.67625,0.196521,6043
149,2,1,1,0.7225,0.684583,0.2954,5743
150,3,1,2,0.656667,0.67,0.134329,6855
151,4,1,1,0.68,0.492917,0.195279,7338
152,5,1,2,0.654167,0.755417,0.237563,4127
153,6,0,1,0.583333,0.549167,0.186562,8120
154,0,0,1,0.6025,0.493333,0.184087,7641
155,1,1,1,0.5975,0.487083,0.284833,6998
156,2,1,2,0.540833,0.613333,0.209575,7001
157,3,1,1,0.554167,0.61125,0.077125,7055
158,4,1,1,0.6025,0.567083,0.15735,7494
159,5,1,1,0.649167,0.467917,0.175383,7736
160,6,0,1,0.710833,0.437083,0.144287,7498
161,0,0,1,0.726667,0.538333,0.133721,6598
162,1,1,2,0.720833,0.587917,0.207713,6664
163,2,1,2,0.653333,0.833333,0.214546,4972
164,3,1,1,0.655833,0.582083,0.343279,7421
165,4,1,1,0.648333,0.569583,0.253733,7363
166,5,1,1,0.639167,0.589583,0.176617,7665
167,6,0,1,0.631667,0.504167,0.166667,7702
168,0,0,1,0.5925,0.59875,0.144904,6978
169,1,1,2,0.568333,0.777917,0.174746,5099
170,2,1,1,0.688333,0.69,0.148017,6825
171,3,1,1,0.7825,0.592083,0.113812,6211
172,4,1,1,0.805833,0.567917,0.118787,5905
173,5,1,1,0.7775,0.57375,0.182842,5823
174,6,0,1,0.731667,0.534583,0.179721,7458
175,0,0,1,0.743333,0.479167,0.145525,6891
176,1,1,1,0.715833,0.504167,0.300383,6779
177,2,1,1,0.630833,0.373333,0.347642,7442
178,3,1,1,0.6975,0.36,0.271775,7335
179,4,1,1,0.749167,0.4225,0.17165,6879
180,5,1,1,0.834167,0.48875,0.165417,5463
181,6,0,1,0.765,0.60125,0.161071,5687
182,0,0,1,0.815833,0.51875,0.168529,5531
183,1,1,1,0.781667,0.447083,0.195267,6227
184,2,1,1,0.780833,0.492083,0.126237,6660
185,3,0,1,0.789167,0.53875,0.13495,7403
186,4,1,1,0.8275,0.457917,0.194029,6241
187,5,1,1,0.828333,0.450833,0.146142,6207
188,6,0,1,0.861667,0.492083,0.163554,4840
189,0,0,1,0.8225,0.57375,0.125629,4672
190,1,1,2,0.710833,0.683333,0.180975,6569
191,2,1,2,0.720833,0.6675,0.151737,6290
192,3,1,1,0.716667,0.633333,0.151733,7264
193,4,1,1,0.715833,0.529583,0.146775,7446
194,5,1,2,0.731667,0.485833,0.08085,7499
195,6,0,2,0.703333,0.699167,0.143679,6969
196,0,0,1,0.745833,0.717917,0.166667,6031
197,1,1,1,0.763333,0.645,0.164187,6830
198,2,1,1,0.818333,0.505833,0.114429,6786
199,3,1,1,0.793333,0.577083,0.137442,5713
200,4,1,1,0.77,0.600417,0.165429,6591
201,5,1,2,0.665833,0.844167,0.208967,5870
202,6,0,3,0.595833,0.865417,0.2133,4459
203,0,0,2,0.6675,0.7625,0.0939208,7410
204,1,1,1,0.741667,0.694167,0.138683,6966
205,2,1,1,0.750833,0.655,0.211454,7592
206,3,1,1,0.724167,0.45,0.1648,8173
207,4,1,1,0.776667,0.596667,0.284813,6861
208,5,1,1,0.781667,0.594583,0.152992,6904
209,6,0,1,0.755833,0.613333,0.15735,6685
210,0,0,1,0.721667,0.62375,0.170396,6597
211,1,1,1,0.730833,0.66875,0.153617,7105
212,2,1,1,0.713333,0.704167,0.165425,7216
213,3,1,1,0.7175,0.6775,0.141179,7580
214,4,1,1,0.7525,0.659583,0.129354,7261
215,5,1,2,0.765833,0.6425,0.215792,7175
216,6,0,1,0.793333,0.613333,0.257458,6824
217,0,0,1,0.769167,0.6525,0.290421,5464
218,1,1,2,0.7525,0.654167,0.129354,7013
219,2,1,2,0.735833,0.70375,0.116908,7273
220,3,1,2,0.75,0.672917,0.1107,7534
221,4,1,1,0.755833,0.620417,0.1561,7286
222,5,1,2,0.715833,0.715833,0.238813,5786
223,6,0,2,0.6925,0.732917,0.206479,6299
224,0,0,1,0.700833,0.530417,0.122512,6544
225,1,1,1,0.720833,0.545417,0.136212,6883
226,2,1,1,0.726667,0.686667,0.169158,6784
227,3,1,1,0.706667,0.619583,0.169771,7347
228,4,1,1,0.719167,0.519167,0.141796,7605
229,5,1,1,0.723333,0.570833,0.231354,7148
230,6,0,1,0.678333,0.603333,0.177867,7865
231,0,0,2,0.635833,0.711667,0.08645,4549
232,1,1,2,0.635833,0.734167,0.129979,6530
233,2,1,1,0.649167,0.67375,0.0727708,7006
234,3,1,1,0.6675,0.677083,0.0702833,7375
235,4,1,1,0.695833,0.635833,0.0845958,7765
236,5,1,2,0.7025,0.615,0.0721458,7582
237,6,0,2,0.661667,0.712917,0.244408,6053
238,0,0,2,0.653333,0.845833,0.228858,5255
239,1,1,1,0.703333,0.730417,0.128733,6917
240,2,1,1,0.728333,0.62,0.190925,7040
241,3,1,1,0.685,0.552083,0.112562,7697
242,4,1,1,0.706667,0.590417,0.0771167,7713
243,5,1,1,0.764167,0.5875,0.168533,7350
244,6,0,2,0.753333,0.638333,0.113187,6140
245,0,0,2,0.696667,0.815,0.0640708,5810
246,1,0,1,0.7075,0.790833,0.151121,6034
247,2,1,1,0.725833,0.755,0.236321,6864
248,3,1,1,0.736667,0.74125,0.187808,7112
249,4,1,2,0.696667,0.810417,0.142421,6203
250,5,1,1,0.703333,0.73625,0.171646,7504
251,6,0,2,0.659167,0.799167,0.281104,5976
252,0,0,1,0.61,0.5475,0.224496,8227
253,1,1,1,0.583333,0.50375,0.258713,7525
254,2,1,1,0.5775,0.52,0.0920542,7767
255,3,1,1,0.599167,0.577083,0.131846,7870
256,4,1,1,0.6125,0.637083,0.0827208,7804
257,5,1,1,0.633333,0.6725,0.103863,8009
258,6,0,1,0.608333,0.501667,0.247521,8714
259,0,0,1,0.58,0.57,0.0901833,7333
260,1,1,2,0.580833,0.734583,0.151742,6869
261,2,1,2,0.623333,0.8725,0.357587,4073
262,3,1,1,0.5525,0.536667,0.215175,7591
263,4,1,1,0.546667,0.618333,0.118167,7720
264,5,1,1,0.599167,0.66875,0.154229,8167
265,6,0,1,0.65,0.646667,0.283583,8395
266,0,0,1,0.529167,0.467083,0.223258,7907
267,1,1,1,0.514167,0.492917,0.142404,7436
268,2,1,1,0.55,0.57,0.236321,7538
269,3,1,1,0.635,0.630833,0.2444,7733
270,4,1,2,0.65,0.690833,0.134342,7393
271,5,1,2,0.619167,0.69,0.164179,7415
272,6,0,1,0.5425,0.542917,0.227604,8555
273,0,0,1,0.526667,0.583333,0.134958,6889
274,1,1,2,0.520833,0.649167,0.0908042,6778
275,2,1,3,0.590833,0.871667,0.104475,4639
276,3,1,2,0.6575,0.79375,0.0665458,7572
277,4,1,2,0.6575,0.722917,0.117546,7328
278,5,1,1,0.615,0.6275,0.10635,8156
279,6,0,1,0.554167,0.664167,0.268025,7965
280,0,0,2,0.415833,0.708333,0.141162,3510
281,1,0,2,0.383333,0.709583,0.189679,5478
282,2,1,2,0.446667,0.761667,0.1903,6392
283,3,1,1,0.514167,0.630833,0.187821,7691
284,4,1,1,0.435,0.463333,0.181596,7570
285,5,1,1,0.4375,0.539167,0.235092,7282
286,6,0,1,0.393333,0.494583,0.146142,7109
287,0,0,1,0.521667,0.640417,0.278612,6639
288,1,1,2,0.561667,0.7075,0.296037,5875
289,2,1,1,0.468333,0.558333,0.182221,7534
290,3,1,1,0.455833,0.692917,0.101371,7461
291,4,1,2,0.5225,0.728333,0.236937,7509
292,5,1,2,0.563333,0.815,0.134954,5424
293,6,0,1,0.484167,0.572917,0.117537,8090
294,0,0,1,0.464167,0.51,0.166054,6824
295,1,1,1,0.4875,0.568333,0.0814833,7058
296,2,1,1,0.544167,0.641667,0.0945458,7466
297,3,1,1,0.5875,0.63625,0.0727792,7693
298,4,1,2,0.55,0.800417,0.124375,7359
299,5,1,2,0.545833,0.807083,0.132467,7444
300,6,0,2,0.53,0.72,0.235692,7852
301,0,0,2,0.4775,0.694583,0.398008,4459
302,1,1,3,0.44,0.88,0.3582,22
303,2,1,2,0.318182,0.825455,0.213009,1096
304,3,1,2,0.3575,0.666667,0.166667,5566
305,4,1,2,0.365833,0.581667,0.157346,5986
306,5,1,1,0.355,0.522083,0.266175,5847
307,6,0,2,0.343333,0.49125,0.270529,5138
308,0,0,1,0.325833,0.532917,0.179108,5107
309,1,1,1,0.319167,0.494167,0.236325,5259
310,2,1,1,0.280833,0.567083,0.173513,5686
311,3,1,2,0.295833,0.5475,0.304108,5035
312,4,1,1,0.352174,0.333478,0.347835,5315
313,5,1,1,0.361667,0.540833,0.214558,5992
314,6,0,1,0.389167,0.645417,0.0578458,6536
315,0,0,1,0.420833,0.659167,0.1275,6852
316,1,0,1,0.485,0.741667,0.173517,6269
317,2,1,2,0.343333,0.662917,0.342046,4094
318,3,1,1,0.289167,0.552083,0.199625,5495
319,4,1,2,0.321667,0.620417,0.152987,5445
320,5,1,1,0.345,0.524583,0.171025,5698
321,6,0,1,0.325,0.545417,0.179729,5629
322,0,0,1,0.3425,0.692917,0.227612,4669
323,1,1,2,0.380833,0.623333,0.235067,5499
324,2,1,2,0.374167,0.685,0.082725,5634
325,3,1,1,0.353333,0.61375,0.103246,5146
326,4,0,1,0.34,0.580417,0.0528708,2425
327,5,1,1,0.368333,0.56875,0.148021,3910
328,6,0,1,0.278333,0.404583,0.376871,2277
329,0,0,1,0.245833,0.468333,0.1505,2424
330,1,1,1,0.313333,0.535417,0.04665,5087
331,2,1,2,0.291667,0.786667,0.237562,3959
332,3,1,1,0.296667,0.50625,0.210821,5260
333,4,1,1,0.28087,0.555652,0.115522,5323
334,5,1,1,0.298333,0.649583,0.0584708,5668
335,6,0,2,0.298333,0.806667,0.0597042,5191
336,0,0,2,0.3475,0.823333,0.124379,4649
337,1,1,1,0.4525,0.7675,0.0827208,6234
338,2,1,1,0.475833,0.73375,0.174129,6606
339,3,1,1,0.438333,0.485,0.324021,5729
340,4,1,1,0.255833,0.50875,0.174754,5375
341,5,1,2,0.320833,0.764167,0.1306,5008
342,6,0,2,0.381667,0.91125,0.101379,5582
343,0,0,2,0.384167,0.905417,0.157975,3228
344,1,1,2,0.435833,0.925,0.190308,5170
345,2,1,2,0.353333,0.596667,0.296037,5501
346,3,1,2,0.2975,0.538333,0.162937,5319
347,4,1,1,0.295833,0.485833,0.174129,5532
348,5,1,1,0.281667,0.642917,0.131229,5611
349,6,0,1,0.324167,0.650417,0.10635,5047
350,0,0,2,0.3625,0.83875,0.100742,3786
351,1,1,2,0.393333,0.907083,0.0982583,4585
352,2,1,1,0.410833,0.66625,0.221404,5557
353,3,1,1,0.3325,0.625417,0.184092,5267
354,4,1,2,0.33,0.667917,0.132463,4128
355,5,1,2,0.326667,0.556667,0.374383,3623
356,6,0,1,0.265833,0.44125,0.407346,1749
357,0,0,1,0.245833,0.515417,0.133083,1787
358,1,1,2,0.231304,0.791304,0.0772304,920
359,2,0,2,0.291304,0.734783,0.168726,1013
360,3,1,3,0.243333,0.823333,0.316546,441
361,4,1,2,0.254167,0.652917,0.350133,2114
362,5,1,2,0.253333,0.59,0.155471,3095
363,6,0,2,0.253333,0.752917,0.124383,1341
364,0,0,1,0.255833,0.483333,0.350754,1796
365,1,1,2,0.215833,0.5775,0.154846,2729
